h y
0.000000000000000 0.008259320256460
0.693147180559945 0.000024026138813
1.098612288668110 0.000000872653750
1.386294361119891 0.000000151131086
1.609437912434100 0.000000039650578
1.791759469228055 0.000000013284414
1.945910149055313 0.000000005269138
2.079441541679836 0.000000002364971
2.197224577336220 0.000000001166624
2.302585092994046 0.000000000620008
2.397895272798371 0.000000000349984
2.484906649788000 0.000000000207645
2.564949357461537 0.000000000128455
2.639057329615258 0.000000000082347
2.708050201102210 0.000000000054434
2.772588722239781 0.000000000036957
2.833213344056216 0.000000000025688
2.890371757896165 0.000000000018229
2.944438979166440 0.000000000013180
2.995732273553991 0.000000000009688
3.044522437723423 0.000000000007229
3.091042453358316 0.000000000005469
3.135494215929150 0.000000000004189
3.178053830347946 0.000000000003245
3.218875824868201 0.000000000002539
3.258096538021482 0.000000000002007
3.295836866004329 0.000000000001600
3.332204510175204 0.000000000001287
3.367295829986474 0.000000000001042
3.401197381662155 0.000000000000850
3.433987204485146 0.000000000000699
3.465735902799727 0.000000000000578
3.496507561466480 0.000000000000480
3.526360524616162 0.000000000000401
3.555348061489414 0.000000000000338
3.583518938456110 0.000000000000286
3.610917912644224 0.000000000000242
3.637586159726386 0.000000000000206
3.663561646129646 0.000000000000176
3.688879454113936 0.000000000000151
3.713572066704308 0.000000000000131
3.737669618283368 0.000000000000113
3.761200115693562 0.000000000000098
3.784189633918261 0.000000000000085
3.806662489770320 0.000000000000074
3.828641396489095 0.000000000000065
3.850147601710058 0.000000000000058
3.871201010907891 0.000000000000051
3.891820298110626 0.000000000000045
3.912023005428146 0.000000000000040
3.931825632724326 0.000000000000036
3.951243718581428 0.000000000000032
3.970291913552122 0.000000000000028
3.988984046564275 0.000000000000025
4.007333185232471 0.000000000000024
4.025351690735150 0.000000000000021
4.043051267834550 0.000000000000018
4.060443010546419 0.000000000000016
4.077537443905720 0.000000000000013
4.094344562222100 0.000000000000011
4.110873864173311 0.000000000000011
4.127134385045092 0.000000000000011
4.143134726391533 0.000000000000010
4.158883083359671 0.000000000000010
4.174387269895637 0.000000000000009
4.189654742026425 0.000000000000006
4.204692619390966 0.000000000000006
4.219507705176107 0.000000000000004
4.234106504597260 0.000000000000005
