h y
0.000000000000000 0.141592653589793
0.693147180559945 0.041592653589793
1.098612288668110 0.018515730512870
1.386294361119891 0.010416183001557
1.609437912434100 0.006666539778803
1.791759469228055 0.004629587118530
1.945910149055313 0.003401343682765
2.079441541679836 0.002604159098704
2.197224577336220 0.002057609435511
2.302585092994046 0.001666664682634
2.397895272798371 0.001377409348367
2.484906649788000 0.001157406742943
2.564949357461537 0.000986192882828
2.639057329615258 0.000850339872545
2.708050201102210 0.000740740566552
2.772588722239781 0.000651041548404
2.833213344056216 0.000576701186542
2.890371757896165 0.000514403233846
2.944438979166440 0.000461680474908
2.995732273553991 0.000416666635665
3.044522437723423 0.000377928926224
3.091042453358316 0.000344352599580
3.135494215929150 0.000315059847971
3.178053830347946 0.000289351841470
3.218875824868201 0.000266666658540
3.258096538021482 0.000246548317048
3.295836866004329 0.000228623680292
3.332204510175204 0.000212585029896
3.367295829986474 0.000198176770346
3.401197381662155 0.000185185182463
3.433987204485146 0.000173430452151
3.465735902799727 0.000162760414819
3.496507561466480 0.000153045606054
3.526360524616162 0.000144175315901
3.555348061489414 0.000136054420689
3.583518938456110 0.000128600822134
3.610917912644224 0.000121743364212
3.637586159726386 0.000115420128612
3.663561646129646 0.000109577032090
3.688879454113936 0.000104166666183
3.713572066704308 0.000099147332519
3.737669618283368 0.000094482236979
3.761200115693562 0.000090138813460
3.784189633918261 0.000086088153996
3.806662489770320 0.000082304526511
3.828641396489095 0.000078764965134
3.850147601710058 0.000075448920897
3.871201010907891 0.000072337962802
3.891820298110626 0.000069415521167
3.912023005428146 0.000066666666539
3.931825632724326 0.000064077918636
3.951243718581428 0.000061637080768
3.970291913552122 0.000059333095912
3.988984046564275 0.000057155921275
4.007333185232471 0.000055096418661
4.025351690735150 0.000053146258439
4.043051267834550 0.000051297835172
4.060443010546419 0.000049544193368
4.077537443905720 0.000047878961938
4.094344562222100 0.000046296296254
4.110873864173311 0.000044790826800
4.127134385045092 0.000043357613561
4.143134726391533 0.000041992105452
4.158883083359671 0.000040690104137
4.174387269895637 0.000039447731728
4.189654742026425 0.000038261401873
4.204692619390966 0.000037127793843
4.219507705176107 0.000036043829276
4.234106504597260 0.000035006651244
