h y
0.000000000000000 0.058407346410207
0.693147180559945 0.020760287586677
1.098612288668110 0.009256556275810
1.386294361119891 0.005207864804150
1.609437912434100 0.003333210413535
1.791759469228055 0.002314773632645
1.945910149055313 0.001700663937675
2.079441541679836 0.001302076001896
2.197224577336220 0.001028802967820
2.302585092994046 0.000833331411306
2.397895272798371 0.000688704149208
2.484906649788000 0.000578703060004
2.564949357461537 0.000493096248732
2.639057329615258 0.000425169812753
2.708050201102210 0.000370370201625
2.772588722239781 0.000325520718767
2.833213344056216 0.000288350554740
2.890371757896165 0.000257201589579
2.944438979166440 0.000230840217685
2.995732273553991 0.000208333303301
3.044522437723423 0.000188964452267
3.091042453358316 0.000172176291587
3.135494215929150 0.000157529917703
3.178053830347946 0.000144675915868
3.218875824868201 0.000133333325460
3.258096538021482 0.000123274155514
3.295836866004329 0.000114311837746
3.332204510175204 0.000106292513018
3.367295829986474 0.000099088383610
3.401197381662155 0.000092592589955
3.433987204485146 0.000086715225029
3.465735902799727 0.000081380206544
3.496507561466480 0.000076522802308
3.526360524616162 0.000072087657350
3.555348061489414 0.000068027209839
3.583518938456110 0.000064300410640
3.610917912644224 0.000060871681745
3.637586159726386 0.000057710063997
3.663561646129646 0.000054788515781
3.688879454113936 0.000052083332864
3.713572066704308 0.000049573666064
3.737669618283368 0.000047241118320
3.761200115693562 0.000045069406583
3.784189633918261 0.000043044076870
3.806662489770320 0.000041152263143
3.828641396489095 0.000039382482468
3.850147601710058 0.000037724460362
3.871201010907891 0.000036168981325
3.891820298110626 0.000034707760517
3.912023005428146 0.000033333333210
3.931825632724326 0.000032038959265
3.951243718581428 0.000030818540337
3.970291913552122 0.000029666547916
3.988984046564275 0.000028577960600
4.007333185232471 0.000027548209297
4.025351690735150 0.000026573129189
4.043051267834550 0.000025648917560
4.060443010546419 0.000024772096660
4.077537443905720 0.000023939480946
4.094344562222100 0.000023148148108
4.110873864173311 0.000022395413383
4.127134385045092 0.000021678806764
4.143134726391533 0.000020996052712
4.158883083359671 0.000020345052054
4.174387269895637 0.000019723865853
4.189654742026425 0.000019130700927
4.204692619390966 0.000018563896913
4.219507705176107 0.000018021914628
4.234106504597260 0.000017503325615
